"id","adr","cty","pr","bd","bat","sq","url"
"E4105229","7 Coe Drive","Ajax",769900,4,4,2250,"E4105229/7-coe-drive-ajax-on"
"E4105147","17 Locker Drive","Ajax",674900,3,3,NA,"E4105147/17-locker-drive-ajax-on"
"E4104691","6 Mary Street","Ajax",671790,3,2,NA,"E4104691/6-mary-street-ajax-on"
"E4104338","23 Ventura Lane","Ajax",484900,3,2,NA,"E4104338/23-ventura-lane-ajax-on"
"E4103148","63 Coe Drive","Ajax",729000,4,4,2250,"E4103148/63-coe-drive-ajax-on"
"E4102770","49 Glynn Road","Ajax",560000,3,2,1300,"E4102770/49-glynn-road-ajax-on"
"E4100518","56 Longstaff Drive","Ajax",569900,3,3,NA,"E4100518/56-longstaff-drive-ajax-on"
"E4098046","39-62 Abela Lane","Ajax",449900,4,2,1100,"E4098046/39-62-abela-lane-ajax-on"
"E4097020","33 Noake Crescent","Ajax",599000,3,3,NA,"E4097020/33-noake-crescent-ajax-on"
"E4095659","28 George Street","Ajax",430000,2,2,NA,"E4095659/28-george-street-ajax-on"
"E4096200","35 Bondsmith Street","Ajax",649900,3,3,1750,"E4096200/35-bondsmith-street-ajax-on"
"E4096839","62-76 Harwood Avenue","Ajax",849900,4,4,2250,"E4096839/62-76-harwood-avenue-ajax-on"
"E4094242","13 Chadwick Drive","Ajax",719900,4,4,2250,"E4094242/13-chadwick-drive-ajax-on"
"E4095595","24 Perfitt Crescent","Ajax",699900,3,3,NA,"E4095595/24-perfitt-crescent-ajax-on"
"E4091671","16 Pennefather Lane","Ajax",475000,3,2,1500,"E4091671/16-pennefather-lane-ajax-on"
"E4094084","69 Perfitt Crescent","Ajax",689900,3,4,1750,"E4094084/69-perfitt-crescent-ajax-on"
"E4093112","18 Mcgonigal Lane","Ajax",480000,3,2,1300,"E4093112/18-mcgonigal-lane-ajax-on"
"E4092285","30 Keeble Crescent","Ajax",929900,4,5,2250,"E4092285/30-keeble-crescent-ajax-on"
"E4076844","26 Holmes Crescent","Ajax",739900,5,4,2750,"E4076844/26-holmes-crescent-ajax-on"
"E4072771","710-167 Harwood Avenue","Ajax",299900,1,2,550,"E4072771/710-167-harwood-avenue-ajax-on"
"E4092768","27 Trowell Lane","Ajax",529900,3,2,1300,"E4092768/27-trowell-lane-ajax-on"
"E4090367","24 Gidley Lane","Ajax",569900,2,2,1500,"E4090367/24-gidley-lane-ajax-on"
"E4086975","32 Parkins Drive","Ajax",699800,4,4,NA,"E4086975/32-parkins-drive-ajax-on"
"E4087135","90 Hibbard Drive","Ajax",939888,5,4,2750,"E4087135/90-hibbard-drive-ajax-on"
"E4083851","7 Parkins Drive","Ajax",759900,4,5,NA,"E4083851/7-parkins-drive-ajax-on"
"E4083701","46 Dominy Drive","Ajax",999000,4,4,3250,"E4083701/46-dominy-drive-ajax-on"
"E4084809","69 Mandrake Street","Ajax",635999,3,3,NA,"E4084809/69-mandrake-street-ajax-on"
"E4083808","10 Atkinson Court","Ajax",724900,4,3,NA,"E4083808/10-atkinson-court-ajax-on"
"E4081732","86 Monk Crescent","Ajax",699000,3,3,1750,"E4081732/86-monk-crescent-ajax-on"
"E4081547","35 E Chadwick Drive","Ajax",950000,4,6,2750,"E4081547/35-e-chadwick-drive-ajax-on"
"E4081372","126 Fletcher Avenue","Ajax",799000,5,4,NA,"E4081372/126-fletcher-avenue-ajax-on"
"E4053850","15 Coomer Crescent","Ajax",1349900,4,5,4250,"E4053850/15-coomer-crescent-ajax-on"
"E4049247","8 Blake Court","Ajax",799000,4,4,2250,"E4049247/8-blake-court-ajax-on"
"E4018386","10 Blackburn Crescent","Ajax",639000,3,3,NA,"E4018386/10-blackburn-crescent-ajax-on"
"E4011554","25 Mandrake Street","Ajax",350000,0,0,0,"E4011554/25-mandrake-street-ajax-on"
"E4011550","27 Mandrake Street","Ajax",350000,0,0,0,"E4011550/27-mandrake-street-ajax-on"
"E4105213","24 Camilleri Road","Ajax",649900,3,3,1750,"E4105213/24-camilleri-road-ajax-on"
"E4101765","30 Martinworth Lane","Ajax",539900,3,3,1500,"E4101765/30-martinworth-lane-ajax-on"
"E4100913","55 Turnerbury Avenue","Ajax",915000,4,4,2750,"E4100913/55-turnerbury-avenue-ajax-on"
"E4088998","24 Westgate Avenue","Ajax",829999,4,3,NA,"E4088998/24-westgate-avenue-ajax-on"
"E4069658","33 Chaston Road","Ajax",569000,4,3,1750,"E4069658/33-chaston-road-ajax-on"
"E4090630","90 Silverwood Circ","Ajax",729900,3,4,2250,"E4090630/90-silverwood-circ-ajax-on"
"E4090931","11 Mcginty Avenue","Ajax",849800,4,3,2750,"E4090931/11-mcginty-avenue-ajax-on"
"E4090179","36 Blunden Road","Ajax",639900,4,3,NA,"E4090179/36-blunden-road-ajax-on"
"E4089409","30 E Boylett Road","Ajax",559900,3,4,NA,"E4089409/30-e-boyletttt-road-ajax-on"
"E4089465","808 N Audley Road","Ajax",699900,3,3,NA,"E4089465/808-n-audley-road-ajax-on"
"E4087930","164 Angus Drive","Ajax",749900,3,3,NA,"E4087930/164-angus-drive-ajax-on"
"E4075442","21 Ainsbury Avenue","Ajax",799900,4,3,2250,"E4075442/21-ainsbury-avenue-ajax-on"
"E4062130","8Xx N Audley Road","Ajax",769900,3,3,NA,"E4062130/832-n-audley-road-ajax-on"
"E4029532","14 Camilleri Road","Ajax",849000,3,3,2250,"E4029532/14-camilleri-road-ajax-on"
"E4009999","4 Tams Drive","Ajax",629000,3,3,NA,"E4009999/4-tams-drive-ajax-on"
"E4106241","1 Mortimer Crescent","Ajax",849900,3,4,NA,"E4106241/1-mortimer-crescent-ajax-on"
"E4105299","40 Tipton Crescent","Ajax",568000,3,3,NA,"E4105299/40-tipton-crescent-ajax-on"
"E4105196","237 Delaney Drive","Ajax",749900,5,4,2750,"E4105196/237-delaney-drive-ajax-on"
"E4105097","26 Burningham Crescent","Ajax",749900,3,2,1300,"E4105097/26-burningham-crescent-ajax-on"
"E4105144","6 Beaumont Drive","Ajax",789000,4,4,NA,"E4105144/6-beaumont-drive-ajax-on"
"E4102613","5 N Rotherglen Road","Ajax",924900,4,4,2750,"E4102613/5-n-rotherglen-road-ajax-on"
"E4102802",NA,"Ajax",600000,3,3,NA,"E4102802/ajax-on"
"E4102885","71 Griffiths Drive","Ajax",799000,4,4,NA,"E4102885/71-griffiths-drive-ajax-on"
"E4101293","21 Todd Road","Ajax",929900,4,4,NA,"E4101293/21-todd-road-ajax-on"
"E4100331","16 Brockman Crescent","Ajax",600000,3,3,NA,"E4100331/16-brockman-crescent-ajax-on"
"E4100090","2 Pinoak Road","Ajax",728880,3,2,NA,"E4100090/2-pinoak-road-ajax-on"
"E4100148","820 Riverside Drive","Ajax",1150000,4,4,3250,"E4100148/820-riverside-drive-ajax-on"
"E4097504","312-92 S Church Street","Ajax",459900,3,2,1500,"E4097504/312-92-s-church-street-ajax-on"
"E4098739","5 Mosa Court","Ajax",879900,4,3,2750,"E4098739/5-mosa-court-ajax-on"
"E4098161","42 Griffiths Drive","Ajax",929900,4,4,NA,"E4098161/42-griffiths-drive-ajax-on"
"E4097627","95 Griffiths Drive","Ajax",675800,3,3,NA,"E4097627/95-griffiths-drive-ajax-on"
"E4096905","35 Illingworth Lane","Ajax",1050000,3,4,2750,"E4096905/35-illingworth-lane-ajax-on"
"E4094594","65 Lincoln Street","Ajax",600000,3,2,900,"E4094594/65-lincoln-street-ajax-on"
"E4095461","60 Daniels Crescent","Ajax",768800,3,4,NA,"E4095461/60-daniels-crescent-ajax-on"
"E4078939","106 Radford Drive","Ajax",499900,3,2,NA,"E4078939/106-radford-drive-ajax-on"
"E4090231","65 N Rotherglen Road","Ajax",716000,3,4,2250,"E4090231/65-n-rotherglen-road-ajax-on"
"E4088050","60 Howes Street","Ajax",798888,5,3,2750,"E4088050/60-howes-street-ajax-on"
"E4091178","87 N Rotherglen Road","Ajax",699800,4,3,NA,"E4091178/87-n-rotherglen-road-ajax-on"
"E4090866","456 W Kingston Road","Ajax",1985000,5,4,NA,"E4090866/456-w-kingston-road-ajax-on"
"E4088574","104 Thorp Crescent","Ajax",764800,4,4,NA,"E4088574/104-thorp-crescent-ajax-on"
"E4087520","16 Reese Avenue","Ajax",799000,5,4,NA,"E4087520/16-reese-avenue-ajax-on"
"E4083977",NA,"Ajax",439900,2,2,1100,"E4083977/ajax-on"
"E4081234","386 Delaney Drive","Ajax",929900,4,4,NA,"E4081234/386-delaney-drive-ajax-on"
"E4074413","57 Wickens Crescent","Ajax",718000,3,4,2250,"E4074413/57-wickens-crescent-ajax-on"
"E4071267","36 Hunter Drive","Ajax",799888,4,4,2250,"E4071267/36-hunter-drive-ajax-on"
"E4071060","1005-2 N Westney Road","Ajax",375000,2,2,950,"E4071060/1005-2-n-westney-road-ajax-on"
"E4068949","7 Morden Crescent","Ajax",1088000,4,4,3250,"E4068949/7-morden-crescent-ajax-on"
"E4067753","88 Fearn Crescent","Ajax",779000,3,4,NA,"E4067753/88-fearn-crescent-ajax-on"
"E4056790","139 Mullen Drive","Ajax",739000,4,4,1750,"E4056790/139-mullen-drive-ajax-on"
"E4055251","128 Radford Drive","Ajax",645000,3,2,NA,"E4055251/128-radford-drive-ajax-on"
"E4007721","29 Elizabeth Street","Ajax",450000,2,1,NA,"E4007721/29-elizabeth-street-ajax-on"
"E4106415","70 Ryder Crescent","Ajax",695800,4,3,NA,"E4106415/70-ryder-crescent-ajax-on"
"E4103483","40 Harper Hill Drive","Ajax",939000,4,4,2750,"E4103483/40-harper-hill-drive-ajax-on"
"E4103130","1411 Salem Road","Ajax",498800,3,3,NA,"E4103130/1411-salem-road-ajax-on"
"E4102134","8 Clowes Street","Ajax",539888,3,3,1750,"E4102134/8-clowes-street-ajax-on"
"E4102550","1379 Salem Road","Ajax",399000,2,2,NA,"E4102550/1379-salem-road-ajax-on"
"E4102921","55 Malthouse Crescent","Ajax",949000,4,5,2750,"E4102921/55-malthouse-crescent-ajax-on"
"E4101990","23 Chaston Road","Ajax",450000,2,2,NA,"E4101990/23-chaston-road-ajax-on"
"E4101843","89 Warnford Circ","Ajax",599000,4,3,NA,"E4101843/89-warnford-circ-ajax-on"
"E4100542","49 Brider Crescent","Ajax",1150000,4,4,3250,"E4100542/49-brider-crescent-ajax-on"
"E4100219","27 Gamble Drive","Ajax",797000,4,4,NA,"E4100219/27-gamble-drive-ajax-on"
"E4099737","25 Silvester Street","Ajax",487900,2,2,1300,"E4099737/25-silvester-street-ajax-on"
"E4099930","77 Quarrie Lane","Ajax",579900,3,3,1750,"E4099930/77-quarrie-lane-ajax-on"
"E4099548","16 Silvester Street","Ajax",458000,2,1,1300,"E4099548/16-silvester-street-ajax-on"
"E4098884","116 E Williamson Drive","Ajax",539900,3,2,1300,"E4098884/116-e-williamson-drive-ajax-on"
"E4095305","20 Decourcy Ireland Circ","Ajax",819900,4,3,2250,"E4095305/20-decourcy-ireland-circ-ajax-on"
"E4094398","13 Buggey Lane","Ajax",2988000,4,5,NA,"E4094398/13-buggey-lane-ajax-on"
"E4094273","11 Cater Avenue","Ajax",999998,4,4,2750,"E4094273/11-cater-avenue-ajax-on"
"E4092633","25 Graywardine Lane","Ajax",614777,3,4,1750,"E4092633/25-graywardine-lane-ajax-on"
"E4092052","41 Graywardine Lane","Ajax",599900,3,4,1750,"E4092052/41-graywardine-lane-ajax-on"
"E4084798","517 E Rossland Road","Ajax",647500,4,4,2250,"E4084798/517-e-rossland-road-ajax-on"
"E4092750","96 Westray Crescent","Ajax",599900,3,3,1750,"E4092750/96-westray-crescent-ajax-on"
"E4089112","17 Skelton Crescent","Ajax",829900,4,4,2750,"E4089112/17-skelton-crescent-ajax-on"
"E4087068","12 Good Lane","Ajax",585000,2,2,1700,"E4087068/12-good-lane-ajax-on"
"E4087219","67 Booker Drive","Ajax",879000,4,3,2750,"E4087219/67-booker-drive-ajax-on"
"E4087637","924 N Audley Road","Ajax",549000,3,2,1750,"E4087637/924-n-audley-road-ajax-on"
"E4083843","234 N London Lane","Ajax",594900,3,3,1750,"E4083843/234-n-london-lane-ajax-on"
"E4083268","47 Bignell Crescent","Ajax",1049900,5,5,3250,"E4083268/47-bignell-crescent-ajax-on"
"E4081631","63 Seward Crescent","Ajax",865000,4,3,2750,"E4081631/63-seward-crescent-ajax-on"
"E4080967","13 Skelton Crescent","Ajax",799000,4,3,2250,"E4080967/13-skelton-crescent-ajax-on"
"E4079626","200 E Williamson Drive","Ajax",1249999,4,5,4250,"E4079626/200-e-williamson-drive-ajax-on"
"E4075925","22 Bignell Crescent","Ajax",939000,4,5,2750,"E4075925/22-bignell-crescent-ajax-on"
"E4075410","2 Whitbread Crescent","Ajax",935000,4,4,NA,"E4075410/2-whitbread-crescent-ajax-on"
"E4074459","60 Barnham Street","Ajax",639000,3,3,1750,"E4074459/60-barnham-street-ajax-on"
"E4074847","24 Tansley Crescent","Ajax",689900,3,3,NA,"E4074847/24-tansley-crescent-ajax-on"
"E4073354","24 Booker Drive","Ajax",629900,3,3,1750,"E4073354/24-booker-drive-ajax-on"
"E4069151","119 Devineridge Avenue","Ajax",629900,3,3,1750,"E4069151/119-devineridge-avenue-ajax-on"
"E4061310","5 Muscat Crescent","Ajax",998000,4,4,NA,"E4061310/5-muscat-crescent-ajax-on"
"E4051123","58 Shepstone Drive","Ajax",949900,4,4,NA,"E4051123/58-shepstone-drive-ajax-on"
"E4040787","2548 Salem Road","Ajax",6999900,4,3,2750,"E4040787/2548-salem-road-ajax-on"
"E4024069","34 Bissland Drive","Ajax",1149000,4,4,3250,"E4024069/34-bissland-drive-ajax-on"
"E4106423","36 Shorten Place","Ajax",950000,4,4,3250,"E4106423/36-shorten-place-ajax-on"
"E4106459","64 Armitage Crescent","Ajax",709000,3,3,1750,"E4106459/64-armitage-crescent-ajax-on"
"E4106197","50 Stevensgate Drive","Ajax",898000,4,4,NA,"E4106197/50-stevensgate-drive-ajax-on"
"E4105974","18 Glennie Drive","Ajax",799000,4,4,NA,"E4105974/18-glennie-drive-ajax-on"
"E4103054","9 Weston Crescent","Ajax",1068800,4,5,3250,"E4103054/9-weston-crescent-ajax-on"
"E4102165","71 Bean Crescent","Ajax",749000,4,4,2750,"E4102165/71-bean-crescent-ajax-on"
"E4100960","34 Temple West Crescent","Ajax",1048800,5,4,NA,"E4100960/34-temple-west-crescent-ajax-on"
"E4100657","7 Montebello Crescent","Ajax",899000,4,5,NA,"E4100657/7-montebello-crescent-ajax-on"
"E4100038","26 Shorten Place","Ajax",999900,4,5,3250,"E4100038/26-shorten-place-ajax-on"
"E4097601","65 Simms Drive","Ajax",1089800,4,5,4250,"E4097601/65-simms-drive-ajax-on"
"E4098624","83 Stannardville Drive","Ajax",919900,4,4,2750,"E4098624/83-stannardville-drive-ajax-on"
"E4098375","82 Atherton Avenue","Ajax",579980,3,3,NA,"E4098375/82-atherton-avenue-ajax-on"
"E4095109","30 Oakins Lane","Ajax",484900,3,3,1500,"E4095109/30-oakins-lane-ajax-on"
"E4095443","108 Atherton Avenue","Ajax",619999,3,3,1750,"E4095443/108-atherton-avenue-ajax-on"
"E4093087","12 Westacott Crescent","Ajax",998000,5,4,3250,"E4093087/12-westacott-crescent-ajax-on"
"E4078160","0 Concession 5 Road","Ajax",989000,0,0,0,"E4078160/0-concession-5-road-ajax-on"
"E4090410","62 Harty Crescent","Ajax",699900,3,3,NA,"E4090410/62-harty-crescent-ajax-on"
"E4090022","21 Mcsweeney Crescent","Ajax",669000,3,3,NA,"E4090022/21-mcsweeney-crescent-ajax-on"
"E4088545","2651 Greenwood Road","Ajax",1668000,5,6,4250,"E4088545/2651-greenwood-road-ajax-on"
"E4088182","85 Stockell Crescent","Ajax",1049900,4,4,NA,"E4088182/85-stockell-crescent-ajax-on"
"E4085754","2525 Greenwood Road","Ajax",858000,0,0,0,"E4085754/2525-greenwood-road-ajax-on"
"E4084698","53 Armitage Crescent","Ajax",665000,4,3,2250,"E4084698/53-armitage-crescent-ajax-on"
"E4082192","6 Kavanaugh Court","Ajax",1129000,4,4,NA,"E4082192/6-kavanaugh-court-ajax-on"
"E4077019","4 Biggs Drive","Ajax",779900,4,4,2750,"E4077019/4-biggs-drive-ajax-on"
"E4035303","34 Quarrie Lane","Ajax",599000,3,3,1750,"E4035303/34-quarrie-lane-ajax-on"
"E4034478","Lot 65 Workmen's Circ","Ajax",1027490,3,3,NA,"E4034478/lot-65-workmens-circ-ajax-on"
"E4034554","Lot 54 Workmen's Circ","Ajax",1222490,3,4,NA,"E4034554/lot-54-workmens-circ-ajax-on"
"E4034318","Lot 50 Workmen's Circ","Ajax",1097490,3,3,NA,"E4034318/lot-50-workmens-circ-ajax-on"
"E4034311","Lot 9 Workmen's Circ","Ajax",839990,3,3,NA,"E4034311/lot-9-workmens-circ-ajax-on"
"E4034313","Lot 41 Workmen's Circ","Ajax",879990,3,3,NA,"E4034313/lot-41-workmens-circ-ajax-on"
"E4032336","3 Mcnamara Court","Ajax",1219000,3,3,2750,"E4032336/3-mcnamara-court-ajax-on"
"E3964368","Lot 14 N Church Street","Ajax",3500000,0,0,0,"E3964368/lot-14-n-church-street-ajax-on"
"E4106348","109 Rollo Drive","Ajax",697800,3,3,NA,"E4106348/109-rollo-drive-ajax-on"
"E4106378","9 Admiral Road","Ajax",249900,2,1,NA,"E4106378/9-admiral-road-ajax-on"
"E4102413","168 Angier Crescent","Ajax",549000,3,3,NA,"E4102413/168-angier-crescent-ajax-on"
"E4105888","26 Howling Crescent","Ajax",644999,3,4,1750,"E4105888/26-howling-crescent-ajax-on"
"E4103206","83 Exeter Road","Ajax",525000,3,2,NA,"E4103206/83-exeter-road-ajax-on"
"E4102210","310-66 Falby Court","Ajax",369900,2,2,1100,"E4102210/310-66-falby-court-ajax-on"
"E4101160","56-55 Deacon Lane","Ajax",434500,3,2,1300,"E4101160/56-55-deacon-lane-ajax-on"
"E4101245","101 Warwick Avenue","Ajax",549900,3,2,1750,"E4101245/101-warwick-avenue-ajax-on"
"E4101173","22 Powers Valley Court","Ajax",599000,3,3,1750,"E4101173/22-powers-valley-court-ajax-on"
"E4100322","21 Archer Drive","Ajax",669900,2,2,NA,"E4100322/21-archer-drive-ajax-on"
"E4099627","102-66 Falby Court","Ajax",365000,2,2,1100,"E4099627/102-66-falby-court-ajax-on"
"E4097730","135 Whitefoot Crescent","Ajax",599000,4,3,NA,"E4097730/135-whitefoot-crescent-ajax-on"
"E4099376","37 Aldonschool Court","Ajax",629900,3,4,1750,"E4099376/37-aldonschool-court-ajax-on"
"E4098672","60 Parker Crescent","Ajax",425000,3,2,1100,"E4098672/60-parker-crescent-ajax-on"
"E4098714","19 Enderly Street","Ajax",600000,3,3,1750,"E4098714/19-enderly-street-ajax-on"
"E4095379","110 Wilkie Lane","Ajax",484999,3,3,1100,"E4095379/110-wilkie-lane-ajax-on"
"E4094312","738 Shoal Point Road","Ajax",786900,4,3,2250,"E4094312/738-shoal-point-road-ajax-on"
"E4093624","19 Pottle Lane","Ajax",499999,3,2,1500,"E4093624/19-pottle-lane-ajax-on"
"E4091731","29 E Clements Road","Ajax",699900,4,2,NA,"E4091731/29-e-clements-road-ajax-on"
"E4092863","24 Plumridge Court","Ajax",589900,3,3,NA,"E4092863/24-plumridge-court-ajax-on"
"E4091628","12 Donahoe Avenue","Ajax",749800,3,3,NA,"E4091628/12-donahoe-avenue-ajax-on"
"E4091179","33 Tompkins Lane","Ajax",428995,3,3,1300,"E4091179/33-tompkins-lane-ajax-on"
"E4090462","2932 Rangeline Road","Ajax",749000,2,2,NA,"E4090462/2932-rangeline-road-ajax-on"
"E4087627","12 Annable Lane","Ajax",499000,3,3,1300,"E4087627/12-annable-lane-ajax-on"
"E4086612","59 Angier Crescent","Ajax",795000,3,4,1750,"E4086612/59-angier-crescent-ajax-on"
"E4086306","77 Ashbury Boulevard","Ajax",849900,4,3,2250,"E4086306/77-ashbury-boulevard-ajax-on"
"E4085958","80 Exeter Road","Ajax",499900,3,2,NA,"E4085958/80-exeter-road-ajax-on"
"E4083687","6 Hirons Drive","Ajax",719900,3,3,NA,"E4083687/6-hirons-drive-ajax-on"
"E4082807","16 Heatherwood Road","Ajax",649900,3,1,NA,"E4082807/16-heatherwood-road-ajax-on"
"E4080382","106-1 Clegg Lane","Ajax",450000,3,2,1500,"E4080382/106-1-clegg-lane-ajax-on"
"E4076290","17 Dreyer Drive","Ajax",749898,3,2,NA,"E4076290/17-dreyer-drive-ajax-on"
"E4075906","28 Mcclarnan Road","Ajax",849999,3,3,NA,"E4075906/28-mcclarnan-road-ajax-on"
"E4075468","3 O'dell Court","Ajax",660800,3,2,NA,"E4075468/3-odell-court-ajax-on"
"E4070241","24 E Dreyer Drive","Ajax",629898,4,2,NA,"E4070241/24-e-dreyer-drive-ajax-on"
"E4070954","25 S Roosevelt Avenue","Ajax",645000,3,2,1750,"E4070954/25-s-roosevelt-avenue-ajax-on"
"E4069869","771 S Audley Road","Ajax",1169000,3,3,NA,"E4069869/771-s-audley-road-ajax-on"
"E4069377","63 Tulloch Drive","Ajax",548800,3,2,NA,"E4069377/63-tulloch-drive-ajax-on"
"E4063616","666 Shoal Point Road","Ajax",554900,3,3,1750,"E4063616/666-shoal-point-road-ajax-on"
"E4065976","728 Pickering Beach Road","Ajax",718000,3,2,NA,"E4065976/728-pickering-beach-road-ajax-on"
"E4061025","65 Tulloch Drive","Ajax",527000,3,2,900,"E4061025/65-tulloch-drive-ajax-on"
"E4047972","4 Powers Valley Court","Ajax",574900,3,3,NA,"E4047972/4-powers-valley-court-ajax-on"
"E4044405","7 Gibson Court","Ajax",639000,3,2,NA,"E4044405/7-gibson-court-ajax-on"
"E4043902","761 S Audley Road","Ajax",1199900,3,3,NA,"E4043902/761-s-audley-road-ajax-on"
"E4014103","43 Clark Road","Ajax",899999,3,4,NA,"E4014103/43-clark-road-ajax-on"
"E4104776","3 Chamberlain Court","Ajax",479900,3,3,1300,"E4104776/3-chamberlain-court-ajax-on"
"E4104717","3 Milner Crescent","Ajax",924898,4,4,NA,"E4104717/3-milner-crescent-ajax-on"
"E4103354","160 W Bayly Street","Ajax",599900,3,4,1750,"E4103354/160-w-bayly-street-ajax-on"
"E4102193","50 Brooksbank Crescent","Ajax",638800,3,2,1300,"E4102193/50-brooksbank-crescent-ajax-on"
"E4101095","310-25 S Cumberland Lane","Ajax",399900,2,1,1100,"E4101095/310-25-s-cumberland-lane-ajax-on"
"E4100239","107 Slater Crescent","Ajax",599900,4,3,NA,"E4100239/107-slater-crescent-ajax-on"
"E4100950","17 Robbie Crescent","Ajax",429900,3,2,1300,"E4100950/17-robbie-crescent-ajax-on"
"E4100052","812 Finley Avenue","Ajax",599900,3,3,NA,"E4100052/812-finley-avenue-ajax-on"
"E4099026","34 Vale Crescent","Ajax",929000,4,4,2750,"E4099026/34-vale-crescent-ajax-on"
"E4098607","64 Cumberland Lane","Ajax",429900,3,2,1700,"E4098607/64-cumberland-lane-ajax-on"
"E4097463","19 Thornharrold Street","Ajax",514900,2,2,NA,"E4097463/19-thornharrold-street-ajax-on"
"E4097034","211-189 W Lake Driveway","Ajax",378000,2,2,950,"E4097034/211-189-w-lake-driveway-ajax-on"
"E4096162","16 Cumberland Lane","Ajax",459000,2,2,1700,"E4096162/16-cumberland-lane-ajax-on"
"E4096338","43 Walker Crescent","Ajax",784900,4,3,2250,"E4096338/43-walker-crescent-ajax-on"
"E4096339","34 Webbford Street","Ajax",539900,3,3,NA,"E4096339/34-webbford-street-ajax-on"
"E4096366","12 Slater Crescent","Ajax",704000,4,3,2250,"E4096366/12-slater-crescent-ajax-on"
"E4095479","108-193 W Lake Driveway Drive","Ajax",364900,2,2,950,"E4095479/108-193-w-lake-driveway-drive-ajax-on"
"E4095108","31 Walker Crescent","Ajax",649000,2,3,NA,"E4095108/31-walker-crescent-ajax-on"
"E4070210","25 Cullcastle Street","Ajax",560000,3,3,NA,"E4070210/25-cullcastle-street-ajax-on"
"E4069050","14 Charlton Crescent","Ajax",739900,3,3,NA,"E4069050/14-charlton-crescent-ajax-on"
"E4066276","100 Bolland Crescent","Ajax",879800,5,3,1750,"E4066276/100-bolland-crescent-ajax-on"
"N4103908","90 Monkman Court","Aurora",1170000,2,3,NA,"N4103908/90-monkman-court-aurora-on"
"N4102114","41 Britton Tr","Aurora",1325000,3,4,2620,"N4102114/41-britton-tr-aurora-on"
"N4101361","252 Old Bloomington Road","Aurora",3500000,0,0,0,"N4101361/252-old-bloomington-road-aurora-on"
"N4099919","45 Steeplechase Avenue","Aurora",4999888,4,4,4250,"N4099919/45-steeplechase-avenue-aurora-on"
"N4094960","479 Crossing Bridge Place","Aurora",1295000,2,4,2120,"N4094960/479-crossing-bridge-place-aurora-on"
"N4092424","16 Championship Circle Place","Aurora",2288000,4,4,4250,"N4092424/16-championship-circle-place-aurora-on"
"N4087169","223 Orchard Heights Boulevard","Aurora",1159900,4,4,NA,"N4087169/223-orchard-heights-boulevard-aurora-on"
"N4038419","31 Davina Circ","Aurora",3390000,4,7,NA,"N4038419/31-davina-circ-aurora-on"
"N4092716","88 Butternut Ridge Tr","Aurora",1999999,4,4,2750,"N4092716/88-butternut-ridge-tr-aurora-on"
"N4092894","26 Monkman Court","Aurora",1398000,2,4,NA,"N4092894/26-monkman-court-aurora-on"
"N4090671","14178 Yonge Street","Aurora",1199000,4,2,1750,"N4090671/14178-yonge-street-aurora-on"
"N4085722","20 Steeplechase Avenue","Aurora",2899000,4,5,NA,"N4085722/20-steeplechase-avenue-aurora-on"
"N4075967","23 Hunters Glen Road","Aurora",2198000,3,6,NA,"N4075967/23-hunters-glen-road-aurora-on"
"N4071276","67 Ken Sinclair Crescent","Aurora",1799000,4,4,4250,"N4071276/67-ken-sinclair-crescent-aurora-on"
"N4053695","2 Gilbert Drive","Aurora",3180000,4,4,4250,"N4053695/2-gilbert-drive-aurora-on"
"N4051571","42 Steeplechase Avenue","Aurora",4400000,3,4,4250,"N4051571/42-steeplechase-avenue-aurora-on"
"N4046572","14190 Yonge Street","Aurora",2188000,2,4,1300,"N4046572/14190-yonge-street-aurora-on"
"N4039368","53 Britton Tr","Aurora",1449000,3,3,2370,"N4039368/53-britton-tr-aurora-on"
"N3969345","69 Stonecliffe Crescent","Aurora",1095000,3,4,2120,"N3969345/69-stonecliffe-crescent-aurora-on"
"N3953719","8 Alm Court","Aurora",3899000,4,7,NA,"N3953719/8-alm-court-aurora-on"
"N4102610","149 Deerglen Terrace","Aurora",799800,3,4,NA,"N4102610/149-deerglen-terrace-aurora-on"
"N4099613","32 Primeau Drive","Aurora",816800,3,4,NA,"N4099613/32-primeau-drive-aurora-on"
"N4094251","24 October Lane","Aurora",648900,3,3,NA,"N4094251/24-october-lane-aurora-on"
"N4092329","27 Hawtin Lane","Aurora",669000,3,3,NA,"N4092329/27-hawtin-lane-aurora-on"
"N4088379","15 October Lane","Aurora",709000,3,3,1750,"N4088379/15-october-lane-aurora-on"
"N4087510","81 October Lane","Aurora",839000,3,3,NA,"N4087510/81-october-lane-aurora-on"
"N4079913","75 Hackwood Crescent","Aurora",1588000,4,5,4250,"N4079913/75-hackwood-crescent-aurora-on"
"N4080050","66 Hackwood Crescent","Aurora",1275000,4,3,NA,"N4080050/66-hackwood-crescent-aurora-on"
"N4079097","8 Fife Road","Aurora",714900,3,3,1750,"N4079097/8-fife-road-aurora-on"
"N4072756","5 Milloy Place","Aurora",745900,3,3,1750,"N4072756/5-milloy-place-aurora-on"
"N4070728","2 Hawtin Lane","Aurora",649900,3,2,1300,"N4070728/2-hawtin-lane-aurora-on"
"N4062057","356 Stone Road","Aurora",998800,3,4,NA,"N4062057/356-stone-road-aurora-on"
"N4060984","99 October Lane","Aurora",749000,3,4,NA,"N4060984/99-october-lane-aurora-on"
